id,title,description,icf,gender,planstart,actualstart,planend,actualend,sectors,sector_pct,parent,budget_sum
GB-GOV-1-300694,African Development Bank Seventh General Capital Increase (AfDB GCI VII),"The GCI VII will take the AfDB’s lending capacity from £5.5bn per year in 2020 to over £13bn in 2030, averaging £7.7bn per year across the decade. The Bank uses its shareholder’s capital to lend to credit worthy middle-income countries at near market rates, also supporting loans and investments in the private sector.  The UK will purchase new shares to maintain its 1.72% shareholding, paying in £95m over 8 years from 2020. Within this funding block, there is a £15m provision for the purchase of additional shares should the opportunity arise. This would increase the UK’s shareholding, and would be subject to Ministerial approval and budgetary considerations at the time.",0,0,01/06/2020,01/06/2020,01/06/2020,NA,99810,100,GB-GOV-1-300694,101210018
GB-GOV-1-300695,International Finance Corporation (IFC) Capital Increase,"FCDO financial and policy contribution to the $5.5bn capital increase of the International Finance Corporation (IFC) to support delivery of shared objectives, including increased development finance for - market creation and economic development in the poorest and most fragile countries; support for women; and climate finance. The IFC capital increase was endorsed by shareholders in April. Pending formal adoption of this package by Governors through signing of the relevant resolutions and agreement by HM Treasury and UK Parliament for the payments to be made, the UK is expected to contribute around £199 million - subject to exchange rate fluctuations.",0,1,01/04/2019,01/04/2019,01/04/2019,NA,99810,100,GB-GOV-1-300695,202948117
GB-GOV-1-300696,International Bank for Reconstruction and Development Capital Increase,"To support the achievement of the Global Goals for Sustainable Development though contributing to the $7.5bn capital increase of the World Bank Group’s International Bank for Reconstruction and Development. FCDO's intervention combines financial support and continued policy engagement to help in ensuring that the IBRD delivers on our shared objectives, including increasing development finance and leveraging expertise for sustainable economic development in middle income countries, and increasing ambition to Global Public Goods, such as climate finance. Pending formal adoption of this package by Governors and agreement by the UK Parliament, the UK is expected to contribute around £219million to IBRD, which is subject to exchange rate fluctuations.",0,1,01/07/2019,01/07/2019,01/07/2019,01/07/2019,99810,100,GB-GOV-1-300696,223386120
GB-GOV-1-300701,Strengthening Accountability and Anti-corruption Programme (SAACP) ,"The programme will address critical governance barriers  and drivers of conflict such a corruption, political marginalisation and exclusion. We will reduce corruption by tackling illicit financial flows, and strengthening asset recovery. We will strengthen political representation at the local level, facilitating voice and accountability with youth, women and excluded groups. We will continue to support local governments to deliver core services and be accountable to the citizens they serve, including the poorest and most marginalised. ",0,1,02/08/2018,02/08/2018,02/08/2018,02/08/2018,15170;15112;15113;15151,100.00;0.00;0.00;0.00,GB-GOV-1-300701,603469
GB-GOV-1-300702,Accelerating Ethiopia's Economic Transformation(Accelerate),This programme will support the Ethiopian Government’s vision of export-led manufacturing growth through foreign and domestic investments to become a reality more quickly and in a sustainable and inclusive way.,1,1,01/03/2020,01/03/2020,01/03/2020,NA,16020;15180;41010;25010;25020;32110;33110;33120,48.00;38.00;14.00;0.00;0.00;0.00;0.00;0.00,GB-GOV-1-300702,21220496
GB-GOV-1-300703,Land Investment for Transformation UP - LIFT UP,"LIFT UP seeks to bring transformative, systemic and sustainable change in Ethiopia’s land administration and market systems in four regions (Amhara, Oromia, Tigray and Southern Nations, Nationalities, and Peoples Region (SNNPR)). It will   - Improve land policy and planning - to support the development and implementation of inclusive, transparent and fair land proclamations, policies, regulations and procedures, at federal and regional levels and covering both rural and urban areas; - Deliver a sustainable land system - include the certification of 14 million additional parcels and capacity development of the rural and urban land administration system;   - Improve social inclusion, dispute resolution and income - for farmers including women and vulnerable groups to translate their land tenure security into higher productivity, empowerment and wellbeing including 1.2 million small-holder farmers increasing their income by at least 15%  ",0,1,01/03/2020,01/03/2020,01/03/2020,01/03/2020,31130;43040;43030;15110;15130;16010;41010;31110;43082;15220;41082,32.00;16.00;12.00;9.00;8.00;7.00;7.00;5.00;4.00;0.00;0.00,GB-GOV-1-300703,20817100
GB-GOV-1-300704,Africa Technology and Innovation Partnerships - ATIP,"The programme will strengthen innovation ecosystems in Africa, with a focus on Nigeria, Kenya and South Africa, in order to stimulate inclusive economic growth and the scaling of technology enabled businesses to solve development challenges.",0,1,01/04/2019,01/04/2019,01/04/2019,NA,32182;22040;31182;32130;43082,100.00;0.00;0.00;0.00;0.00,GB-GOV-1-300704,31396537
GB-GOV-1-300705,Delivering ambition of the United Nations Secretary General’s Climate Summit 2019 to ,"The over-arching ambition is to raise global awareness, action and investment into climate resilience and adaptation.",1,0,01/01/2019,01/01/2019,01/01/2019,01/01/2019,41010;91010,100.00;0.00,GB-GOV-1-300705,16481622
GB-GOV-1-300706,Better global poverty data and measures to track progress towards the 2030 UN Sustainable Development Goals,"To provide better measures of poverty for monitoring progress towards the UN Sustainable Development Goals (SDGs), and so give policy-makers better guidance on where and how to address extreme poverty.   The Oxford Policy and Human Development Initiative (OPHI) has collated data from hundreds of national surveys.  With DFID funding, OPHI will process this data to produce global, national and sub-national analysis of trends and patterns in multi-dimensional poverty in over 100 countries.  This will be published by the UN and provide donors, governments and NGOs with information they need to design and target policies for reducing extreme poverty. ",0,0,31/08/2018,31/08/2018,31/08/2018,31/08/2018,43082,100,GB-GOV-1-300706,300000
GB-GOV-1-300707,"Reform, reconstruction and recovery in Iraq","This project has two prinicple aims:  1. To deliver effective reconstruction and recovery spending by the World Bank and Government of Iraq; this follows the territorial defeat of Daesh, which has left Iraq with a $88 billion reconstruction bill.   2. To improve Government of Iraq efforts to achieve long-term economic and governance reform, addressing the underlying drivers which led to the emergence of Daesh.  As a result of this project, reconstruction and recovery spending by the World Bank and the Government of Iraq will be spent well, improving the lives of citizens across Iraq, in particular women and girls, and addressing the underlying drivers of instability, violent extremism and conflict.  ",0,0,01/11/2018,01/11/2018,01/11/2018,01/11/2018,99810;12220;12261;41010;16010,67.00;20.00;5.00;5.00;3.00,GB-GOV-1-300707,24000000
GB-GOV-1-300708,The Evidence Fund - 300708,"The Evidence Fund procures and manages research and evaluations that primarily benefit ODA eligible countries. Most research and evaluations paid for by the Evidence Fund are country-specific, and all respond to requests for evidence to inform programme or policy decisions. Primarily serving research requests from HMG’s Embassies and High Commissions in ODA eligible countries, and from HMG policy and strategy teams, the Evidence Fund strengthens the evidence behind the UK’s priority international development investments and development diplomacy. The Evidence Fund also invests modest amounts of non-ODA, to strengthen the evidence behind wider UK foreign policy.",0,0,30/05/2020,30/05/2020,30/05/2020,NA,43082;12182;41010;32182;11182;15151;31382;41082;12110;12240;12250;12281;13010;14020;15110;15114;15170;15180;16010;22040;23182;31110;31120;31182;43030;91010;99820,85.00;6.00;3.00;2.00;1.00;1.00;1.00;1.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00,GB-GOV-1-300708,35837539
GB-GOV-1-300713,The Reproductive Health Supplies Programme ,"To meet the contraceptive needs of over 20 million women per year; to reduce unintended pregnancies and maternal deaths; to improve maternal, newborn and child health, and to contribute to universal health coverage. This will be achieved by funding activities to improve the availability, quality, supply and access to key reproductive health commodities, including for those in hard to reach areas. This will support women's rights and the 2030 agenda.",0,1,01/01/2020,01/01/2020,01/01/2020,NA,13030;12281,88.00;12.00,GB-GOV-1-300713,312087335
GB-GOV-1-300714,St Helena Economic Development Investment Programme   ,"Supporting economic development in St Helena through enhanced dialogue on policy reforms, infrastructure development and through harnessing private investment opportunities.",0,0,21/08/2018,21/08/2018,21/08/2018,NA,43040;16010;15110;91010,76.00;24.00;0.00;0.00,GB-GOV-1-300714,37999993
GB-GOV-1-300715,Project Coordination Units (PCUs),"As Nepal transitions to a federal republic, FCDO, Nepal (British Embassy Kathmandu) will set up Provincial Coordination Units (PCUs) to build relationships with the new provincial and local Governments; develop an understanding of their needs and the political context they work in; coordinate FCDO programmes in the province and link the provincial and local Governments with technical assistance through existing programmes to support the newly elected officials to create effective, accountable and inclusive institutions. The PCUs will ensure that FCDO has the political understanding required to enable FCDO, British Embassy’s current and future programmes to operate effectively within the new system.",0,0,01/09/2018,01/09/2018,01/09/2018,01/09/2018,15112;15110,90.00;10.00,GB-GOV-1-300715,4584113
GB-GOV-1-300718,Unlocking Digital Impact for Development.,"This programme will help to deliver the strategic goals of DFID’s Digital Strategy, which aims to harness digital technology to deliver on the SDGs. The programme budget is £18.5 million between 2019-20 to 2023-24. Delivery will primarily be through the Digital Impact Alliance, housed within the UN Foundation. There is a separate pillar to finance complementary policy research and advice activities with other partners, including Digital Pathways at Oxford, as well as a learning and evaluation pillar. The programme will identify, trial and institutionalise good practice and common standards for digital development work. It will deliver sustainable and reusable digital products which create new or improved services; replicable business and partnership models to increase the use of digital products and data; data-driven policy-making tools and products to inform and advance transformation; and training offerings and skills-building tools to improve investments in digital technologies.",0,1,31/08/2019,31/08/2019,31/08/2019,NA,22040;32182;43082,75.00;25.00;0.00,GB-GOV-1-300718,18499997
GB-GOV-1-300719,Sahel Humanitarian Emergency Response Programme ,"To provide life-saving assistance to around six million crisis-affected and vulnerable people across five Sahelian countries, Mali, Niger, Chad, Mauritania and Burkina Faso. This support includes food and cash assistance for those suffering from food insecurity, therapeutic food and early detection of severe acute malnutrition, basic support to livelihoods through the provision of seeds and tools, animal food and animal vaccinations, improved access to safe water and hygiene, and emergency health and medicine. Research will be commissioned to build the evidence base for integrated nutrition assistance and to improve the understanding of required nutritional interventions in the Sahel. ",0,0,12/11/2018,12/11/2018,12/11/2018,12/11/2018,72010;72040;72050;43082,51.00;41.00;6.00;2.00,GB-GOV-1-300719,163049995
GB-GOV-1-300724,Water Resource Accountability in Pakistan (WRAP),"To improve water governance and management issues in Pakistan to be able to adapt to changing climate while ensuring environmental sustainability, with a focus on collaboration and engagement with provinces, research and media engagement.",1,1,10/12/2019,10/12/2019,10/12/2019,NA,41010;74010,69.00;31.00,GB-GOV-1-300724,29066073
GB-GOV-1-300725,T-WASH II - Transforming Access to WASH and Nutrition Services in Mozambique ,"To deliver sustainable, water, sanitation and hygiene (WASH) and nutrition services to the poor in Mozambique. The programme will focus in areas of high child malnutrition, and address the specific needs of women and adolescent girls. It will build on the success of the current WASH programme, using performance indicators to drive the sustainability and equity of government and private sector service delivery at sub-national level. The programme will use evidence to influence policies and strategies that will lead to better health and nutritional outcomes for the poor. The programme will also build human capital for longer term economic development.",1,1,01/01/2021,01/01/2021,01/01/2021,NA,14031;14032;73010;11120;14081;14010;12240;11230;13010;14030;41010;43082,34.00;21.00;16.00;8.00;8.00;7.00;3.00;1.00;1.00;1.00;0.00;0.00,GB-GOV-1-300725,55821502
GB-GOV-1-300726,DFID Iraq Humanitarian and Responsible Transition 2019-2022,"In 2014, Daesh’s expansion across Iraq set ablaze a major humanitarian crisis, compelling the UK to respond to acute needs, and also to join the counter-Daesh global coalition.  Daesh has now been defeated as a territory-holding force, and increasing numbers of people have returned home.  However, the situation is precarious, and complex humanitarian needs remain for many.    From 2019-2022, DFID Iraq will respond to the acute needs of the most vulnerable, address the complex needs of high-risk protracted caseloads, promote responsible transition to national-led efforts, and fund enabling activities crucial to achieving this.   The funding envelope for this programme reflects that DFID Iraq is planning for the best, but preparing for the worst – a seemingly optimistic trajectory one month may belie a precarious situation the next.  DFID Iraq will monitor any deterioration, setting trigger points to indicate if or when we will approach ministers for any critical change in approach.",0,0,01/04/2019,01/04/2019,01/04/2019,01/04/2019,72010;43082;72050;15190,92.00;7.00;1.00;0.00,GB-GOV-1-300726,32999967
GB-GOV-1-300727,"The UK's Contribution to ATscale, the global partnership for assistive technology","To improve access to assistive technology, also known as AT, by contributing to ATscale, the global partnership for assistive technology. This funding and funding from other donors will be used to catalyse access to AT for 500 million people by 2030, through ATscale's two strategic objectives as follows. 1. Develop an Enabling Environment for increased access to high-quality, affordable AT by growing political will, advocating for and informing policy reform, mobilising investment, and strengthening systems and service delivery at global, regional, and country levels. 2. Identify interventions required to Shape Markets and overcome supply and demand-side barriers for priority AT. ATscale already works at global level and is choosing countries for in-depth support. The priority products for ATscale are wheelchairs, glasses, hearing aids, prosthetics and orthotics, and digital devices. This delivers on a commitment at the Global Disability Summit in July 2018.",0,1,01/09/2019,01/09/2019,01/09/2019,NA,12110,100,GB-GOV-1-300727,6800003
GB-GOV-1-300728,Tackling global plant and animal health risks which threaten global food systems and health - in partnership with the Bill & Melinda Gates Foundation (BMGF),"Working in partnership with BMGF to fund a portfolio of agricultural technology investments to secure global food supplies, with a strong focus on tackling global plant health threats through improved data, monitoring and delivery of new technologies in sub-Saharan Africa and South Asia. The programme will promote climate resilient food systems and sustainable agriculture productivity for smallholders by science based approaches to tackle plant and animal pest and disease threats, increasingly driven by climate change and pressures on natural resources.",1,0,01/07/2019,01/07/2019,01/07/2019,NA,31182;41082,95.00;5.00,GB-GOV-1-300728,36025088
GB-GOV-1-300731,The Good Governance Fund - Women in Politics (Armenia),"The Good Governance Fund Support will work to increase women's political participation in Armenia through activities that include; skills development, advancing public discussion on gender equality and women's participation, and empowering active young women and men in their communities.",0,2,17/09/2018,17/09/2018,17/09/2018,17/09/2018,15170,100,GB-GOV-1-300731,582069
GB-GOV-1-300733,Support for the deployment of Caribbean surge response teams or first responders in an emergency.,To provide financial assistance to the Caribbean Disaster Emergency Management Agency for deployment of their surge response teams or first responders in an emergency from 2018-2025. The surge teams assist national disaster offices with humanitarian operations and can be in position within 48 hours of an event. It covers the Caribbean Disaster Emergency Management Agency's 19 Participating States during the immediate humanitarian response effort for a period of up to three months. Approval for release of funds to the Caribbean Disaster Emergency Management Agency will be through UK FCDO Caribbean for independent Official Development Assistance (ODA) eligible states and Humanitarian Response Group for other Caribbean states significantly impacted by hazards.,0,0,02/01/2025,NA,02/01/2025,NA,72050,100,GB-GOV-1-300733,370262
GB-GOV-1-300734,Empowering Women in Politics ,"Support to empower women in politics overseas, bringing together women Members of Parliament from developing countries around the world to celebrate their achievements and challenges, discuss how to strengthen visibility, build peer networks and empower women parliamentarians to drive change and gender equality in their countries and internationally.",0,2,01/10/2018,01/10/2018,01/10/2018,01/10/2018,15170;15152,60.00;40.00,GB-GOV-1-300734,25000
GB-GOV-1-300736,Improving the livelihoods of Chagossians living in Mauritius through the provision of English language and vocational training.,Improving the livelihoods of Chagossians living in Mauritius through the provision of English language and vocational training.,0,NA,01/10/2018,NA,01/10/2018,NA,11230,100,GB-GOV-1-300736,169000
GB-GOV-1-300737,UK core contribution to the International Fund for Agricultural Development (IFAD) Twelfth Replenishment 2022–2024,"To support IFAD in delivering results and impact in rural areas of developing countries where over 80% of the world’s poorest people live. This willl be in the context of supporting economic recovery in response to COVID-19, building back better and strengthening resilience, including to the effects of climate change. IFAD has a focus on women's economic empowerment and creating jobs, also for youth. Through its Programme of Loans and Grants, IFAD aims to reach between 110 – 130 million of the poorest, most vulnerable people, supporting them to improve food and nutrition security; increase income and production; access financial services; and strengthen resilience. This will contribute to achieving the Global Goals, particularly the first two on ending poverty and hunger.",0,NA,01/01/2022,01/01/2022,01/01/2022,NA,99810,100,GB-GOV-1-300737,36960000
GB-GOV-1-300738,Programme for Strengthening State Capabilities in India,"The programme aims to strengthen governance, institutional, implementation and policy formulation  capacity of government officials in states and key sectors that DFID India is currently engaged in/with.   This will be done using a three pronged approach:  1. Diagnostics assessment of capabilities and relevant policy environment in some states and sectors.  2. Provide targetted training and capacity development across tiers of government  officilas for better delivery of public service 3. Provide knowledge assistance and a platform for peer-to-peer learning as well as learning from global experiences in enhancing efficiency of key government responsibilties in states and sectors",0,0,01/11/2018,01/11/2018,01/11/2018,01/11/2018,43082;15110;15111,64.00;32.00;4.00,GB-GOV-1-300738,3018084
GB-GOV-1-300739,Support to Polio Eradication through GPEI - 2020-2025,To achieve the global goal of polio eradication while improving health systems we will provide funding to GPEI.,0,1,31/08/2020,31/08/2020,31/08/2020,NA,99810,100,GB-GOV-1-300739,400000000
GB-GOV-1-300740,Commonwealth Veteran's Welfare Programme for ODA Eligible Countries,"To provide commonwealth veterans and their widows/widowers from ODA eligible countries, who worked for British Armed Forces before their countries gained independence, now living in poverty, with two meals a day through a 5 year cash transfer programme.",0,0,01/02/2019,01/02/2019,01/02/2019,NA,16010;15150;24010,73.00;27.00;0.00,GB-GOV-1-300740,19094147
GB-GOV-1-300741,"Humanitarian Response to the 2018 Earthquake and Tsunami in Sulawesi, Indonesia","To meet immediate humanitarian needs in the wake of the September 2018 earthquake and tsunami in Sulawesi, Indonesia ",0,0,01/10/2018,01/10/2018,01/10/2018,01/10/2018,72010,100,GB-GOV-1-300741,3000000
GB-GOV-1-300743,Social Protection Programme,"The programme is a cornerstone of inclusive growth; helping individuals and societies to manage risks, alleviating chronic poverty, and promoting equality of opportunity through building human capital and equipping people to improve their livelihoods. Equally important, social protection systems offer the state the opportunity to invest in its population and to demonstrate its commitment to inclusion, resilience, and poverty reduction. These are key elements of DFID Nepal’s strategic pillar on ‘Leave No One Behind’",0,1,01/04/2019,01/04/2019,01/04/2019,01/04/2019,16010,100,GB-GOV-1-300743,4849999
GB-GOV-1-300745,Digital Identity as an Enabler for Development ,"This programme will support governments to implement trusted, secure and inclusive digital Identification and civil registration systems, informed by international evidence and experience, by supporting the World Bank Group’s Identification for Development initiative, known as ID4D, between 2019-2020 to 2024-25. This programme will finance ID4D to, first, produce evidence-based guidance on the preferred approaches for digital identification and illustrate the development value of the systems, second, establish and support global platforms, convening and peer-to-peer exchange to share lessons and experiences of what works and why, and third, provide technical assistance to over 30 governments and regional institutions to support countries to roll-out digital identification and civil registration systems. DFID will also support an independent evaluation of the World Bank Group’s ID4D programme during the course of this grant.",0,1,01/09/2019,01/09/2019,01/09/2019,NA,22040;43082,100.00;0.00,GB-GOV-1-300745,14749999
GB-GOV-1-300746,Lebanon Municipal Services Programme Phase 3,"To deliver enhanced services in municipalities in areas of Lebanon hosting large numbers of refugees from Syria. The services will create jobs, unlock economic opportunities and respond to the needs of vulnerable communities.",0,0,01/04/2019,01/04/2019,01/04/2019,01/04/2019,43030;43040;15110,70.00;29.00;1.00,GB-GOV-1-300746,31500000
GB-GOV-1-300748,Gender and Labour data research programme,"DFID is considering a further stage of support for LSMS methodological work with the objective of improving the quality of the data gathered under the LSMS to a standard that is useful and usable by the research community. The areas for consideration are Agriculture, Labour, Gender and  Enterprises. ",0,1,15/10/2018,NA,15/10/2018,15/10/2018,43082,100,GB-GOV-1-300748,33000
GB-GOV-1-300750,Child Wasting Innovation Programme,"The programme will strengthen the resilience of services to treat and prevent child wasting in the face of climate change.  The objective is to. 1. Reduce mortality associated with child wasting  2. Help reduce the prevalence of child wasting in target countries  3. Avoid permanent damage to the growth and development of young children that results in them doing less well at school, less economically productive as adults and less resilient to the effects of climate change   This will be achieved by. 1. Integrating treatment for child wasting into health systems 2. Optimising treatment services to reduce cost, improve coverage and enable services to be scaled up to deal with climate shocks and other crises effectively 3. Generating evidence of what works to prevent wasting in the face of climate change",0,0,13/03/2020,13/03/2020,13/03/2020,NA,12240,100,GB-GOV-1-300750,48199997
GB-GOV-1-300751,Global Risk Financing Programme [GRiF],"To save lives and reduce the impacts of shocks, like droughts, hurricanes and floods through enabling earlier and more effective response and faster recovery. It provides finance to support governments and humanitarian agencies to use risk financing instruments, like insurance and contingent credit, to access more rapid finance in emergencies, and to strengthen preparedness of local systems for disaster response and recovery. It will focus on disasters, but will develop over time to cover a wider range of risks, including famine.",1,1,01/01/2019,01/01/2019,01/01/2019,NA,24030;74010;24010;32182;43082,59.00;41.00;0.00;0.00;0.00,GB-GOV-1-300751,149300000
GB-GOV-1-300752,International Development Association 19th Replenishment (IDA 19) ,UK contribution to the 19th Replenishment of the World Bank's International Development Association (IDA 19) proving grant and low interest loans to the World Bank's poorest and least credit worthy clients for the period July 2020 to June 2023.,0,1,01/07/2020,01/07/2020,01/07/2020,01/07/2020,99810,100,GB-GOV-1-300752,3061999994
GB-GOV-1-300754,Support to Security and Justice Institutions in Sierra Leone,"Increasing accountability and efficiency in the security and justice sectors in Sierra Leone and to enable wider access for all including women, girls and the marginalised.  ",0,NA,01/12/2018,NA,01/12/2018,01/12/2018,15130;15210,61.00;39.00,GB-GOV-1-300754,55893
GB-GOV-1-300755,Securing global wheat crops for food and nutritional security - in partnership with the Bill & Melinda Gates Foundation (BMGF),"Working in partnership with the Bill & Melinda Gates Foundation on two major co-investments in wheat crop improvement, DFID’s funding will increase the nutritional quality and disease resistance of wheat crops, building the resilience of smallholder farmers in Sub-Saharan Africa and South Asia, and contributing to global food security in the face of climate change, and emerging plant disease and pest threats. Securing global wheat crops through wheat breeding includes improving heat tolerance and increasing climate resilience in the crop varieties.",1,0,01/05/2019,01/05/2019,01/05/2019,NA,12110,100,GB-GOV-1-300755,15199995
GB-GOV-1-300756,Humanitarian Assistance to Conflict Affected People in Northern Mozambique ,To provide food assistance to Internaly Displaced People (IDPs) in Cabo Delgado Province that have been displaced due to conflict. ,0,0,01/11/2018,01/11/2018,01/11/2018,01/11/2018,72040,100,GB-GOV-1-300756,3000000
GB-GOV-1-300758,CSSF support for the expansion and improvement of the Jordanian National Aid Fund's cash assistance programme,"This programme will support the Jordanian National Aid Fund's (NAF) plan to expand and improve its cash assistance programme, increasing the number of vulnerable families supported from 92,000 to 177,000 between 2018 and 2021. The programme will do this by providing technical assistance to the NAF in 2018/2019 to develop the systems and processes needed for this expansion. The technical assistance will facilitate the development of key IT systems, a grievance redress mechanism, a graduation strategy, revised poverty targeting criteria, and implementation plans for digitalisation of payments, expansion coordination, and staff recruitment and training. The programme will also incorporate a research element which will look into different implementation options for the inclusion of refugees in the NAF cash assistance programme in future years. ",0,0,01/11/2018,01/11/2018,01/11/2018,01/11/2018,16010;22040;43082,65.00;24.00;11.00,GB-GOV-1-300758,2010558
GB-GOV-1-300760,"Reversing Environmental Degradation in Africa and Asia (REDAA) - Innovative research for the environment, livelihoods and wildlife.",This programme focuses on addressing the challenge of environmental degradation in Africa and Asia - seeking to improve the condition of natural landscapes in ways that enable people and nature to thrive together.  REDAA will expand the technical knowledge and evidence base for environmental restoration and sustainable natural resources management in Africa and Asia; and develop innovative solutions that address serious environmental challenges and support the design and implementation of sustainable livelihoods strategies for local communities.,1,0,23/08/2019,23/08/2019,23/08/2019,NA,41082;91010,99.00;1.00,GB-GOV-1-300760,35049986
GB-GOV-1-300765,Africa Programmes and Expertise Department Cross-Portfolio Third Party Monitoring (TPM),"To provide timely, relevant feedback on the quality of results systems, data and partner delivery that is used to drive improvements to programme delivery and reporting by implementing partners, and provide a higher level of assurance in what is delivered and achieved under the Africa Programmes and Expertise Department (APEX).",0,0,01/06/2019,01/06/2019,01/06/2019,NA,12110;15190;41010;15170;21010;33110;43082,36.00;16.00;16.00;8.00;8.00;8.00;8.00,GB-GOV-1-300765,2127541
GB-GOV-1-300767,Sierra Leone Secondary Education Improvement Programme II (SSEIP II),"To improve primary and secondary schooling for 1.5 million children and will also  improve English and maths results for 400,000 students in secondary school, make schools safer for 150,000 adolescent girls, and target support for disabled students. Would help Sierra Leone achieve its ambition (as one of three country pilots) to improve its standing on the Human Capital Index – it is currently 151st out of 157 countries.",0,1,01/04/2022,01/04/2022,01/04/2022,NA,11320;11110;99810,82.00;18.00;0.00,GB-GOV-1-300767,23375383
GB-GOV-1-300768,Support to Elections in Armenia,"The project has been set up to provide assistance to the Armenian stakeholders in holding of upcoming early elections. It consists of three components aiming to increase the credibility, inclusiveness and participation in the electoral process. The project’s overall strategy will be to assist the Armenian authorities in, first of all, holding credible and inclusive early elections, and secondly, sustaining those achievements and building solid foundations for credible, inclusive and transparent elections in the future.   More specifically, the project will support the introduction of new technology to increase the credibility of electoral process, increase inclusiveness and participation in elections, voter education, as well as strengthen capacity of electoral management bodies in Armenia. ",0,1,07/11/2018,07/11/2018,07/11/2018,07/11/2018,15151;15153,90.00;10.00,GB-GOV-1-300768,500000
GB-GOV-1-300769,Getting children ready to learn and thrive - Research into implementing effective and quality Early Childhood Development at scale,"The THRIVE Early Childhood Development research programme will deliver research on how to implement effective ECD interventions at scale in LMICs. Through an innovative model of research co-designed and aligned to DFID country programmes, THRIVE will support four DFID bilateral programmes to improve the effectiveness and efficiency of ECD interventions emdedded in their education and human development programmes, and commission globally-relevant research into optimal ECD service delivery and scale up strategies. Through the proposed COVID-19 pivot, the programme will generate real time evidence on impact of Covid-19 on young children's learning and development, and test at scale innovation on approaches to mitigate the crisis of learning and care. This programme directly responds to the manifesto commitment on girls' education.",0,1,01/04/2019,01/04/2019,01/04/2019,NA,11182;12182;16010,41.00;36.00;23.00,GB-GOV-1-300769,19869739
GB-GOV-1-300772,Good Governance Fund: Supporting Economic and Governance Reform in Bosnia and Hercegovina.,"The Good Governance Fund seeks to tackle corruption, improve the business environment, make governments more responsive to citizens, enhance media and civil society freedoms and promote overall reform.",0,1,01/04/2019,01/04/2019,01/04/2019,01/04/2019,15110;15113,97.00;3.00,GB-GOV-1-300772,5154679
GB-GOV-1-300777,Mozambique Agricultural Jobs and Climate-Resilient Investment Programme (MAJI),"To improve incomes, create better/more jobs for women and men in Mozambique and support their resilience to climate shocks.",0,1,22/11/2018,22/11/2018,22/11/2018,NA,99810;11330;31110;31120,87.00;8.00;5.00;0.00,GB-GOV-1-300777,24339822
GB-GOV-1-300778,Disability Capacity Building Programme,"To promote the rights of people with disabilities in line with the United Nations Convention on the Rights of Persons with Disabilities by supporting the delivery of small grants, training and partnership building between UN agencies, governments, private sector and disabled persons organisations. ",0,1,01/04/2019,01/04/2019,01/04/2019,NA,15170;99810;11430;15180;11110;13020;11330;13010;13030;11130;11120;11182,29.00;20.00;14.00;12.00;7.00;5.00;4.00;4.00;4.00;1.00;0.00;0.00,GB-GOV-1-300778,25357399
GB-GOV-1-300779,Promoting Learning in Agribusiness using New Technologies ,"A programme delivered in Southern Nigeria and aimed at creating an interface to link agribusinesses and tech entrepreneurs, in order to raise awareness and increase the uptake of technology by agribusinesses, improve the scalability of tech enterprises in the agriculture sector, and increase the pipeline of demand driven and monetizable technology innovations that address specific opportunities or constraints for agribusiness and commercializing farmers.",0,1,01/03/2019,01/03/2019,01/03/2019,01/03/2019,31120;25010,60.00;40.00,GB-GOV-1-300779,333256
GB-GOV-1-300781,Strengthening Research Institutions in Africa ,"Strengthening Research Institutions in Africa ,SRIA, will strengthen the research systems in FCDO partner countries, in Africa, so that both local and donor research investment achieves economic and social impact. It will do this by strengthening the institutions that regulate and shape research in country to ensure that research investment is aligned with national development priorities. It will invest in the building blocks of research, for example, access to global research, recruitment and retention of researchers and more equitable research partnerships between northern and southern researchers. Whilst also driving increased coherence of UK ODA research spend to ensure it has a greater impact.",0,1,27/11/2018,27/11/2018,27/11/2018,NA,15110;32182;43082;11430,49.00;28.00;23.00;0.00,GB-GOV-1-300781,20599989
GB-GOV-1-300783,Due Diligence Hub   ,"DFID’s Better Delivery Department (BDD) is leading on the development of a new central service for Due Diligence within DFID. The aim of the Hub is to improve the efficiency and effectiveness of the Due Diligence Assessment process by conducting more central reviews, pooling technical skills and managing contracting-out for specialist services for (finance, auditing, safeguarding and procurement skills).",0,0,03/12/2018,03/12/2018,03/12/2018,NA,43082;32130;99810,46.00;45.00;9.00,GB-GOV-1-300783,442933
GB-GOV-1-300784,Project Soteria stopping perpetrators of sexual exploitation and abuse and sexual harassment from working in the aid sector,To support organisations in the aid sector to stop perpetrators of sexual exploitation and abuse and sexual harassment (SEAH) from working in the aid sector via more and better criminal records checks on staff. ,0,1,01/01/2019,01/01/2019,01/01/2019,NA,15180,100,GB-GOV-1-300784,9826666
GB-GOV-1-300785,Research and Evidence for Nepal’s Transition (RENT) - Supporting portfolio-wide learning to programme adaptively,"To provide research on Nepal’s change to a system of federal government - to improve learning for portfolio management and programme adaptation. 	",0,1,15/02/2019,15/02/2019,15/02/2019,15/02/2019,43082,100,GB-GOV-1-300785,4897366
